(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7,(12, 1, 5, 6, 37, 4, 2, 3, 1, 337),0.7,(44, 6, 7, 2, 76, 8, 6, 2, 2, 481),0.7,(17, 8, 5, 5, 64, 6, 6, 2, 6, 774),0.7,(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7,(12, 1, 5, 6, 37, 4, 2, 3, 1, 337),0.7,(44, 6, 7, 2, 76, 8, 6, 2, 2, 481),0.7,(17, 8, 5, 5, 64, 6, 6, 2, 6, 774),0.7
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7,(12, 1, 5, 6, 37, 4, 2, 3, 1, 337),0.7,(44, 6, 7, 2, 76, 8, 6, 2, 2, 481),0.7,(17, 8, 5, 5, 64, 6, 6, 2, 6, 774),0.7
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7,(12, 1, 5, 6, 37, 4, 2, 3, 1, 337),0.7,(44, 6, 7, 2, 76, 8, 6, 2, 2, 481),0.7,(17, 8, 5, 5, 64, 6, 6, 2, 6, 774),0.7
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7,(12, 1, 5, 6, 37, 4, 2, 3, 1, 337),0.7,(44, 6, 7, 2, 76, 8, 6, 2, 2, 481),0.7
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7,(12, 1, 5, 6, 37, 4, 2, 3, 1, 337),0.7,(44, 6, 7, 2, 76, 8, 6, 2, 2, 481),0.7
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(44, 4, 4, 4, 28, 8, 5, 5, 5, 235),0.8,(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7,(12, 1, 5, 6, 37, 4, 2, 3, 1, 337),0.7
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(44, 4, 4, 4, 28, 8, 5, 5, 5, 235),0.8,(45, 4, 3, 5, 28, 8, 3, 4, 2, 812),0.8,(11, 3, 1, 0, 25, 3, 1, 5, 1, 151),0.7
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(44, 4, 4, 4, 28, 8, 5, 5, 5, 235),0.8,(45, 4, 3, 5, 28, 8, 3, 4, 2, 812),0.8,(44, 3, 4, 4, 44, 5, 2, 4, 7, 882),0.8
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(44, 4, 4, 4, 28, 8, 5, 5, 5, 235),0.8,(45, 4, 3, 5, 28, 8, 3, 4, 2, 812),0.8,(44, 3, 4, 4, 44, 5, 2, 4, 7, 882),0.8
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(44, 4, 4, 4, 28, 8, 5, 5, 5, 235),0.8,(45, 4, 3, 5, 28, 8, 3, 4, 2, 812),0.8,(44, 3, 4, 4, 44, 5, 2, 4, 7, 882),0.8
(45, 4, 8, 3, 48, 1, 2, 4, 5, 243),0.8,(82, 4, 5, 4, 45, 4, 2, 8, 4, 543),0.8,(44, 4, 4, 4, 28, 8, 5, 5, 5, 235),0.8,(45, 4, 3, 5, 28, 8, 3, 4, 2, 812),0.8,(44, 3, 4, 4, 44, 5, 2, 4, 7, 882),0.8
