(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(16, 4, 2, 6, 77, 1, 8, 6, 6, 553),0.5
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
(61, 3, 3, 4, 63, 5, 4, 6, 2, 842),0.8,(15, 5, 7, 2, 11, 5, 7, 6, 4, 253),0.8,(67, 1, 6, 3, 42, 3, 1, 3, 3, 882),0.7,(38, 2, 5, 3, 44, 1, 2, 4, 6, 263),0.7
