chromosome,v1_speed,v1_waypoint,v2_speed,v2_waypoint,striker_damage,victim_damage,striker_distance,victim_distance,striker_rotation,victim_rotation,fitness_value
"[8, 1, 5, 3, 3, 7, 3, 8, 8, 4, 1, 6, 2, 0]",81,"(306.89370026864736, 148.3158840029947)",73,"(306.5245185052554, 172.25767435710236)",1.0,0.5,0.2,0.2,0.3,0.3,2.4999999999999996
