(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5,(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(4, 7, 0, 1, 0, 3, 0, 8, 1, 0, 6, 6, 1, 3),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5,(4, 7, 0, 1, 0, 3, 0, 8, 1, 0, 6, 6, 1, 3),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5,(4, 7, 0, 1, 0, 3, 0, 8, 1, 0, 6, 6, 1, 3),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5,(4, 7, 0, 1, 0, 3, 0, 8, 1, 0, 6, 6, 1, 3),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5,(4, 7, 0, 1, 0, 3, 0, 8, 1, 0, 6, 6, 1, 3),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5,(4, 7, 0, 1, 0, 3, 0, 8, 1, 0, 6, 6, 1, 3),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.6,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5,(1, 7, 8, 3, 2, 2, 4, 8, 7, 4, 1, 7, 3, 2),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.5,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5
(5, 1, 5, 4, 7, 0, 8, 8, 5, 6, 3, 4, 0, 7),0.6,(4, 6, 4, 0, 7, 5, 2, 4, 0, 2, 3, 5, 3, 4),0.5,(2, 2, 6, 1, 8, 4, 0, 7, 0, 4, 1, 4, 5, 7),0.5
