(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(0, 1, 5, 3, 7, 3, 0, 8, 2, 1, 6, 6, 3, 4),0.5,(4, 6, 8, 7, 1, 2, 5, 2, 0, 4, 1, 8, 5, 3),0.5,(5, 3, 1, 3, 3, 5, 6, 2, 4, 1, 3, 7, 5, 0),0.7,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(5, 3, 1, 3, 3, 5, 6, 2, 4, 1, 3, 7, 5, 0),0.7,(0, 1, 5, 3, 7, 3, 0, 8, 2, 1, 6, 6, 3, 4),0.5
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(5, 3, 1, 3, 3, 5, 6, 2, 4, 1, 3, 7, 5, 0),0.7
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
(3, 2, 1, 0, 1, 0, 8, 5, 4, 1, 7, 2, 4, 1),1.0,(4, 7, 5, 8, 8, 1, 3, 5, 8, 3, 4, 5, 6, 7),0.8,(5, 7, 5, 0, 1, 4, 8, 3, 7, 5, 6, 3, 4, 8),0.8,(1, 3, 3, 4, 8, 7, 7, 0, 3, 5, 6, 8, 5, 5),0.8,(8, 5, 6, 8, 5, 3, 3, 5, 5, 5, 1, 4, 7, 8),0.8
