chromosome,v1_speed,v1_waypoint,v2_speed,v2_waypoint,striker_damage,victim_damage,striker_distance,victim_distance,striker_rotation,victim_rotation,fitness_value
"[3, 2, 5, 2, 8, 7, 3, 6, 6, 2, 8, 7, 5, 8]",32,"(303.5520127458094, 20.648236831829443)",73,"(297.4889801863984, 43.967686243130224)",0,0.25,0,0,0.03,0,0.28
