chromosome,v1_speed,v1_waypoint,v2_speed,v2_waypoint,striker_damage,victim_damage,striker_distance,victim_distance,striker_rotation,victim_rotation,fitness_value
"[18, 1, 3, 1, 68, 3, 3, 8, 1, 567]",18,"(305.6122686453592, 23.957497102063012)",68,"(284.43065844900536, 44.22945505284302)",1.0,1.0,0.2,0.2,0,0.3,2.7
